moneyLine,total,spread,secondHalfTotal,score
0.6717948717948717,0.515527950310559,0.5232558139534884,0.524390243902439,0.9751648200360861
0.6764102564102564,0.35403726708074534,0.6162790697674418,0.36585365853658536,-0.8295656833480768
0.6548717948717949,0.35403726708074534,0.38372093023255816,0.36585365853658536,-0.6791714747327299
0.5948717948717949,0.2360248447204969,0.19767441860465115,0.2682926829268293,0.1479966726516781
0.7128205128205128,0.2360248447204969,0.8023255813953488,0.2682926829268293,-0.528777266117383
0.6605128205128206,0.515527950310559,0.47674418604651164,0.524390243902439,-0.6039743704250564
0.6602564102564102,0.19254658385093168,0.46511627906976744,0.24390243902439024,0.5991792984977188
0.6594871794871795,0.16770186335403728,0.4418604651162791,0.18292682926829268,-0.9047627876557501
0.6728205128205128,0.16770186335403728,0.5581395348837209,0.18292682926829268,-2.2583106651938722
0.6987179487179487,0.5838509316770186,0.7674418604651163,0.573170731707317,-0.07759464027134226
0.6602564102564102,0.40993788819875776,0.46511627906976744,0.5121951219512195,0.44878508988237187
0.6538461538461539,0.37888198757763975,0.3488372093023256,0.3780487804878049,-0.0023975359636688085
0.6515384615384615,0.32919254658385094,0.3488372093023256,0.3170731707317073,-0.1527917445790157
0.6720512820512821,0.19254658385093168,0.5348837209302325,0.24390243902439024,-0.07759464027134226
0.6884615384615385,0.2484472049689441,0.7209302325581395,0.24390243902439024,-1.0551569962710972
0.6792307692307692,0.32919254658385094,0.6511627906976745,0.3170731707317073,-1.5815367264248112
0.651025641025641,0.2546583850931677,0.3488372093023256,0.3048780487804878,0.1479966726516781
0.6397435897435897,0.2484472049689441,0.27906976744186046,0.24390243902439024,-0.0023975359636688085
0.6774358974358974,0.37888198757763975,0.6511627906976745,0.3780487804878049,-0.22798884888668916
0.6243589743589744,0.5838509316770186,0.23255813953488372,0.573170731707317,1.2007561329591063
0.6797435897435897,0.2546583850931677,0.6511627906976745,0.3048780487804878,-0.528777266117383
0.6720512820512821,0.40993788819875776,0.5348837209302325,0.5121951219512195,1.125559028651433
0.6748717948717948,0.09937888198757763,0.5930232558139535,0.13414634146341464,-1.8071280393478315
0.6584615384615384,0.2795031055900621,0.43023255813953487,0.35365853658536583,-0.6791714747327299
0.6569230769230769,0.09937888198757763,0.4069767441860465,0.13414634146341464,-0.9799598919634236
0.6961538461538461,0.6708074534161491,0.7790697674418605,0.6951219512195121,-0.37838305750203605
0.6294871794871795,0.6708074534161491,0.22093023255813954,0.6951219512195121,0.1479966726516781
0.6738461538461539,0.2795031055900621,0.5697674418604651,0.35365853658536583,0.1479966726516781
0.6538461538461539,0.2546583850931677,0.37209302325581395,0.25609756097560976,-0.7543685790404033
0.6812820512820513,0.43478260869565216,0.6744186046511628,0.5121951219512195,-1.5815367264248112
0.6743589743589744,0.32298136645962733,0.5930232558139535,0.3048780487804878,-0.37838305750203605
0.6871794871794872,0.2422360248447205,0.7209302325581395,0.24390243902439024,-0.6039743704250564
0.6774358974358974,0.19254658385093168,0.6395348837209303,0.24390243902439024,0.1479966726516781
0.6774358974358974,0.2546583850931677,0.627906976744186,0.25609756097560976,-0.22798884888668916
0.6828205128205128,0.4720496894409938,0.6744186046511628,0.4878048780487805,-0.9799598919634236
0.6579487179487179,0.16149068322981366,0.4069767441860465,0.23170731707317074,-0.9047627876557501
0.6602564102564102,0.5031055900621118,0.46511627906976744,0.5,1.2007561329591063
0.6787179487179488,0.2670807453416149,0.6511627906976745,0.3048780487804878,-1.4311425178094643
0.6720512820512821,0.5031055900621118,0.5348837209302325,0.5,0.7495735071130657
0.6443589743589744,0.5590062111801242,0.313953488372093,0.573170731707317,-0.4535801618097095
0.6525641025641026,0.2670807453416149,0.3488372093023256,0.3048780487804878,-1.2807483091941174
0.6579487179487179,0.32298136645962733,0.4069767441860465,0.3048780487804878,-0.1527917445790157
0.6474358974358975,0.4720496894409938,0.32558139534883723,0.4878048780487805,-0.37838305750203605
0.6746153846153846,0.2857142857142857,0.5930232558139535,0.2926829268292683,0.1479966726516781
0.6807692307692308,0.40372670807453415,0.6744186046511628,0.45121951219512196,-0.8295656833480768
0.6538461538461539,0.19254658385093168,0.36046511627906974,0.24390243902439024,0.44878508988237187
0.6743589743589744,0.16149068322981366,0.5930232558139535,0.23170731707317074,0.8999677157284126
0.6410256410256411,0.2422360248447205,0.27906976744186046,0.24390243902439024,-1.4311425178094643
0.6853846153846154,0.5590062111801242,0.686046511627907,0.573170731707317,1.125559028651433
0.65,0.40372670807453415,0.32558139534883723,0.45121951219512196,0.6743764028053922
0.5641025641025641,0.2546583850931677,0.16279069767441862,0.2073170731707317,-0.6039743704250564
0.7282051282051282,0.2546583850931677,0.8372093023255814,0.2073170731707317,-1.8071280393478315
0.6576923076923077,0.2857142857142857,0.4069767441860465,0.2926829268292683,-2.6342961867322394
0.6494871794871795,0.43478260869565216,0.32558139534883723,0.5121951219512195,-0.07759464027134226
0.6746153846153846,0.2795031055900621,0.5930232558139535,0.2682926829268293,-1.9575222479631784
0.7435897435897436,0.22981366459627328,0.8604651162790697,0.21951219512195122,-0.1527917445790157
0.6384615384615384,0.5590062111801242,0.27906976744186046,0.524390243902439,2.1783184889588614
0.7025641025641025,0.40372670807453415,0.7674418604651163,0.4024390243902439,-1.8071280393478315
0.6553846153846153,0.5093167701863354,0.37209302325581395,0.5609756097560976,0.5239821941900453
0.6758974358974359,0.5093167701863354,0.627906976744186,0.5609756097560976,1.27595323726678
0.6576923076923077,0.2795031055900621,0.4069767441860465,0.2682926829268293,-2.408704873809219
0.6733333333333333,0.19875776397515527,0.5697674418604651,0.25609756097560976,-1.205551204886444
0.66,0.33540372670807456,0.47674418604651164,0.4024390243902439,-1.6567338307324846
0.658974358974359,0.19875776397515527,0.43023255813953487,0.25609756097560976,-0.8295656833480768
0.6153846153846154,0.40372670807453415,0.23255813953488372,0.4024390243902439,-1.1303541005787705
0.5128205128205128,0.22981366459627328,0.13953488372093023,0.21951219512195122,1.4263474458821268
0.6884615384615385,0.5590062111801242,0.7209302325581395,0.524390243902439,0.44878508988237187
0.6723076923076923,0.33540372670807456,0.5232558139534884,0.4024390243902439,-0.7543685790404033
0.6487179487179487,0.2546583850931677,0.313953488372093,0.3170731707317073,-0.9047627876557501
0.6602564102564102,0.2919254658385093,0.46511627906976744,0.2804878048780488,-0.6791714747327299
0.6584615384615384,0.19875776397515527,0.4186046511627907,0.23170731707317074,-1.205551204886444
0.6487179487179487,0.42857142857142855,0.32558139534883723,0.3780487804878049,-0.07759464027134226
0.6761538461538461,0.546583850931677,0.6162790697674418,0.5,-0.8295656833480768
0.6815384615384615,0.2546583850931677,0.686046511627907,0.3170731707317073,-0.9799598919634236
0.6794871794871795,0.4658385093167702,0.6511627906976745,0.4268292682926829,-0.22798884888668916
0.6612820512820513,0.43478260869565216,0.5232558139534884,0.5365853658536586,0.3735879855746984
0.6738461538461539,0.19875776397515527,0.5813953488372093,0.23170731707317074,-1.0551569962710972
0.6448717948717949,0.2795031055900621,0.29069767441860467,0.3048780487804878,-0.528777266117383
0.6556410256410257,0.546583850931677,0.38372093023255816,0.5,-1.205551204886444
0.6848717948717948,0.2795031055900621,0.7093023255813954,0.3048780487804878,-0.8295656833480768
0.6815384615384615,0.42857142857142855,0.6744186046511628,0.3780487804878049,-0.9047627876557501
0.6512820512820513,0.4658385093167702,0.3488372093023256,0.4268292682926829,0.8247706114207392
0.6720512820512821,0.2919254658385093,0.5348837209302325,0.2804878048780488,-0.4535801618097095
0.6607692307692308,0.43478260869565216,0.47674418604651164,0.5365853658536586,1.125559028651433
0.6753846153846154,0.2360248447204969,0.6046511627906976,0.2804878048780488,-0.4535801618097095
0.6564102564102564,0.2360248447204969,0.3953488372093023,0.2804878048780488,0.22319377695935153
0.6569230769230769,0.2236024844720497,0.4069767441860465,0.2682926829268293,-1.2807483091941174
0.6566666666666666,0.453416149068323,0.4069767441860465,0.4146341463414634,0.8247706114207392
0.6838461538461539,0.2795031055900621,0.6976744186046512,0.32926829268292684,-0.528777266117383
0.6597435897435897,0.484472049689441,0.45348837209302323,0.5121951219512195,-0.0023975359636688085
0.6738461538461539,0.5031055900621118,0.5697674418604651,0.5121951219512195,1.125559028651433
0.6725641025641026,0.484472049689441,0.5465116279069767,0.5121951219512195,0.298390881267025
0.6597435897435897,0.16149068322981366,0.45348837209302323,0.18292682926829268,-1.7319309350401582
0.6458974358974359,0.2795031055900621,0.3023255813953488,0.32926829268292684,-0.9799598919634236
0.6735897435897436,0.43478260869565216,0.5697674418604651,0.4878048780487805,1.0503619243437594
0.6584615384615384,0.2422360248447205,0.43023255813953487,0.2682926829268293,-1.4311425178094643
0.6512820512820513,0.19875776397515527,0.3488372093023256,0.23170731707317074,0.5239821941900453
0.6748717948717948,0.2236024844720497,0.5930232558139535,0.2682926829268293,-1.6567338307324846
0.6587179487179488,0.43478260869565216,0.43023255813953487,0.4878048780487805,-0.0023975359636688085
0.6584615384615384,0.5031055900621118,0.43023255813953487,0.5121951219512195,0.5991792984977188
0.6794871794871795,0.19875776397515527,0.6511627906976745,0.23170731707317074,-0.07759464027134226
0.6751282051282051,0.453416149068323,0.5930232558139535,0.4146341463414634,-1.5815367264248112
0.6723076923076923,0.4658385093167702,0.5465116279069767,0.4268292682926829,-0.4535801618097095
0.6725641025641026,0.16149068322981366,0.5465116279069767,0.18292682926829268,-1.1303541005787705
0.66,0.4658385093167702,0.45348837209302323,0.4268292682926829,-0.0023975359636688085
0.6738461538461539,0.2422360248447205,0.5697674418604651,0.2682926829268293,0.5991792984977188
0.6548717948717949,0.453416149068323,0.38372093023255816,0.47560975609756095,-0.6039743704250564
0.6792307692307692,0.39751552795031053,0.6511627906976745,0.3780487804878049,-0.8295656833480768
0.6566666666666666,0.22981366459627328,0.4069767441860465,0.23170731707317074,-0.7543685790404033
0.6410256410256411,0.2981366459627329,0.29069767441860467,0.34146341463414637,-0.07759464027134226
0.6515384615384615,0.39751552795031053,0.3488372093023256,0.3780487804878049,1.125559028651433
0.678974358974359,0.45962732919254656,0.6511627906976745,0.43902439024390244,-0.0023975359636688085
0.6517948717948718,0.45962732919254656,0.3488372093023256,0.43902439024390244,-1.1303541005787705
0.661025641025641,0.5962732919254659,0.5,0.5609756097560976,-0.4535801618097095
0.6051282051282051,0.12422360248447205,0.23255813953488372,0.10975609756097561,-1.205551204886444
0.6730769230769231,0.38509316770186336,0.5581395348837209,0.4024390243902439,-0.8295656833480768
0.6564102564102564,0.2608695652173913,0.4069767441860465,0.2804878048780488,-0.6039743704250564
0.6751282051282051,0.22981366459627328,0.5930232558139535,0.23170731707317074,-3.0854788125782804
0.6764102564102564,0.453416149068323,0.6162790697674418,0.47560975609756095,0.07279956834400464
0.6592307692307692,0.38509316770186336,0.4418604651162791,0.4024390243902439,-1.0551569962710972
0.7076923076923077,0.12422360248447205,0.7674418604651163,0.10975609756097561,-1.9575222479631784
0.661025641025641,0.5962732919254659,0.5,0.5609756097560976,0.07279956834400464
0.6753846153846154,0.2608695652173913,0.5930232558139535,0.2804878048780488,0.07279956834400464
0.6871794871794872,0.2981366459627329,0.7093023255813954,0.34146341463414637,-0.22798884888668916
0.6717948717948717,0.14285714285714285,0.5232558139534884,0.14634146341463414,-0.8295656833480768
0.6807692307692308,0.5652173913043478,0.6744186046511628,0.5975609756097561,0.8247706114207392
0.6605128205128206,0.14285714285714285,0.47674418604651164,0.14634146341463414,-0.528777266117383
0.65,0.5652173913043478,0.32558139534883723,0.5975609756097561,1.2007561329591063
0.6787179487179488,0.2422360248447205,0.6395348837209303,0.34146341463414637,-1.4311425178094643
0.6525641025641026,0.2422360248447205,0.36046511627906974,0.34146341463414637,-1.2807483091941174
0.6446153846153846,0.2795031055900621,0.3023255813953488,0.32926829268292684,0.1479966726516781
0.6851282051282052,0.2795031055900621,0.6976744186046512,0.32926829268292684,-1.5815367264248112
0.6720512820512821,0.30434782608695654,0.5348837209302325,0.3170731707317073,-1.2807483091941174
0.6771794871794872,0.2732919254658385,0.627906976744186,0.3170731707317073,-0.9799598919634236
0.6723076923076923,0.484472049689441,0.5465116279069767,0.5487804878048781,-0.9047627876557501
0.6828205128205128,0.2608695652173913,0.686046511627907,0.24390243902439024,-1.882325143655505
0.686923076923077,0.2236024844720497,0.7093023255813954,0.24390243902439024,-1.205551204886444
0.6602564102564102,0.30434782608695654,0.46511627906976744,0.3170731707317073,-0.6039743704250564
0.6474358974358975,0.2608695652173913,0.313953488372093,0.24390243902439024,-0.07759464027134226
0.6974358974358974,0.4161490683229814,0.7558139534883721,0.4634146341463415,-0.8295656833480768
0.6594871794871795,0.4720496894409938,0.4418604651162791,0.5,0.44878508988237187
0.6474358974358975,0.3105590062111801,0.313953488372093,0.32926829268292684,0.1479966726516781
0.6423076923076924,0.2236024844720497,0.29069767441860467,0.24390243902439024,-0.0023975359636688085
0.6256410256410256,0.4161490683229814,0.2441860465116279,0.4634146341463415,0.22319377695935153
0.6582051282051282,0.19254658385093168,0.4186046511627907,0.24390243902439024,-0.528777266117383
0.6612820512820513,0.38509316770186336,0.5232558139534884,0.3780487804878049,0.5991792984977188
0.6607692307692308,0.38509316770186336,0.47674418604651164,0.3780487804878049,-0.1527917445790157
0.66,0.2111801242236025,0.45348837209302323,0.25609756097560976,0.07279956834400464
0.6828205128205128,0.3105590062111801,0.686046511627907,0.32926829268292684,-0.22798884888668916
0.6728205128205128,0.4720496894409938,0.5581395348837209,0.5,-0.4535801618097095
0.6541025641025641,0.2732919254658385,0.37209302325581395,0.3170731707317073,-0.8295656833480768
0.6741025641025641,0.19254658385093168,0.5813953488372093,0.24390243902439024,-1.4311425178094643
0.6517948717948718,0.5093167701863354,0.3488372093023256,0.5365853658536586,-0.07759464027134226
0.6723076923076923,0.2111801242236025,0.5465116279069767,0.25609756097560976,-0.07759464027134226
